,text,sarcasm_label
907,It's such a joy to wake up sick again and not be able to use the one arm I do everything with. ,1
908,Photo: #Say it loud say it #proud! #Nope #never!  a quitter and will never #be... #always #winning even... http://t.co/CW8qeDU7NJ,0
909,"#Love is far more important than #money!|The problem is, you only know it once you have money!| #life #humanity",1
910,@CheenaZafar :grinning_face_with_smiling_eyes: contrary to this ... I'm wide awake (caffeine injected consciousness ) :flushed_face:,0
911,Many of the best ideas come from having fingers too fat for your keyboard.  #nimble  #agile,1
912,Time for my babies and I to take this medicine so we can get better:face_with_medical_mask:,0
913,Yet another out of a million doctor visits tomorrow...so.stoked. ,1
914,http://t.co/K69PvdLaA5 #TeenAnalCasting #2003 2003 Ford F-150 XLT Mulberry FL 33860,0
915,"Been the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. cant win em all but coaching has not been strong.",0
916,"Rolls-Royce, as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar  http://t.co/gbK733wrZ3",1
917,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday. ,1
918,@UberStaub you have never seen me,0
919,Last day of school it was so much fun but not much people came. what a shocker ,1
920,"Besides some overpriced holiday candles, I haven't seen one #CyberMonday deal worthwhile today. Brutal.",0
921,This is the weather i just love walking to work in  #worst #weatherbomb,1
922,The #AdvancedWarfare campaign was only 6 hours -_-|PS: It's still better than BF4's campaign tho (that I didn't finish) :p,0
923,"Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals!  #finalsweek",1
924,I picked a great week to start a new show on Netflix.  #HellOnWheels,1
925,Bday lily painting for @laryssam27 :purple_heart: http://t.co/IAzvrBec91,0
926,.@tomorrowstand Yup. That's exactly how we do it ,1
927,@APMarkLong but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.  ,1
928, just like that http://t.co/ppFU03GQGL,0
929,Can't believe @TAMU is even considering renaming the Academic Building after Perry...b/c he did so much great stuff for public educ? ,1
930,That's nice. ,1
931,Check Out this YouTube channel: https://t.co/4t87VM36Y5,0
932,It's been a great week for dictators.  Congrats North Korea and Cuba. ,1
933,My boy has another cold and spent the night coughing and sneezing all over me #sexy ,1
934,@ChancelleM have you heard back yet?!,0
935,Went to check on 10 cause it was way late for sleeping and BAM she was never here. Why did no1 find it important to tell me this???,0
936,The whole world can never get me on my level ,1
937,@NYPDnews y'all are doing a great job at keeping people safe ,1
938,"i dont think it would matter, metric or english, he doesnt understand math @Chillytimbo @brownbearmike1",0
939,"Wings? I don't have wings! |""Of course not... You're a boy!""",0
940,"The UofL student ticket policy is such a well thought out plan, good job SGA.  #ihateyou",1
941,:fisted_hand_sign: #fistbump #positive #focus #starve #distractions #werk #motivation #createpath #uplift #success... http://t.co/Nzpp4X5j1f,0
942,Rants about being pregnant and judged for buying a bottle of wine. Poses weekly for belly pics in front of wine rack.  or #fail ?,0
943,@Defothedinosaur get around them ,1
944,@GazTheGooner84 oh right do you know John Parker the pisshead @ParkzTheDon,0
945,"#FEMALECONDOMS  |#herpes is  #curable, it #can #be #managed.. http://t.co/0Y1t0CNyZx",0
946,What an eventful weekend ,1
947,"@MLS @ussoccer Awesome destination site. High population of 136k, super easy to get to, lots of great sites. Will do well there! .",1
948,"Kyle it won't let me @ you? But yeah, we are grown ass men with fast cars. Who gives af lol. And bring it to my room hooah? See ya in a bit.",0
949,"@Parlett316 that's where you are wrong, I can just watch his films and not follow him on Twitter.",0
950,@RoryWhite12 @Nick_Stafford I can't remember the last time I saw a newish GTi and have only ever seen 1 Golf R. What has changed?,0
951,I really really want apple pie boilo,0
952,"@NoFlyDawn @daibyday This sounds high, but is safe for short term use. It dramatically increases antimicrobial peptides in the blood.",0
953,"Ostentatious ""a showy display designed to impress"". Thats the word I immediately think of when I see a woman feeding her child!  #Idiot",1
954,@michael_adair @CelticLiam88 For Queen and country yet they go down and destroy an English city and attack English police lol ,1
955,Congrats still SASMVT for a good run. Ulitin nalang ulit ang 6-peat next year :),0
956,She's in Malawi and I'm stuck in joburg  fair http://t.co/HIRR63yN1d,0
957,If someone could come give me a massage that would be gr8,0
958,I have #OTH playing in the back ground at work....ohhh #naughty :p but #FUN,0
959,my favorite thing to do on Tuesday is write psychology papers:neutral_face:  #killme,1
960,Yay for early morning protestors!  #heavyamountsofsarcasm,1
961,"@NBCSportsRoc: Arizona Coyotes forge deal with BMW http://t.co/s7ZhDHk5li But, relocation!!! ",1
962,"@XboxSupport hello, can you give me an guess when Xbox core services will be fixed?",0
963,"@TODAYshow Joel Olstein, a man who hardly ever mentions Jesus in his sermons,  is going to talk about the meaning of Christmas?  ",1
964,#ready for doing #business today :smiling_face_with_open_mouth_and_smiling_eyes:  :see-no-evil_monkey: #tiredashell #coffeecoffeecoffee #morecoffee #... http://t.co/baKHHhFBA4 http://t.co/juZ8pLcNES,1
965,I dont understand tlist as I dont read inamorata I only read inamorato lmao #sorry or prob  lol,0
966,She did two marijuanas and look what happened. Don't #LegalizeIt. #Merica () http://t.co/oHxBNeKEqT,1
967,... @NICKIMINAJ slaying in Igloo Australia's home country lol  RT > @MalikZMinaj: Nicki is SLAYING New Zealand! http://t.co/5oIm9uZNQr,1
968,"See, this is why you shouldn't use version control!  #notjustWordPress... ||http://t.co/uCtj9WTxzl",0
969,"Less than 5 hours sleep, fantastic  :grinning_face_with_smiling_eyes:",1
970,@AYJamal_ wesay Yar her date was good :winking_face: I guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight I found her mashkook),0
971,"@vwigan sorry, missed off my  tag from the end of my tweet",0
972,I love it when adults act like children. || #eyeroll,1
973,"I feel faint after chasing a whippet and Lily, Libby, Gabby, Millie the cats who were playing chase in the garden #AintItFun !! #notfun",1
974,@EarthPix: Adorable little white tiger http://t.co/GmFru7GmiR,0
975,I asked God to protect me from my enemies a long time ago .. short after I started losing friends  or #naah,1
976,@Espngreeny Aren't humans the ones who are playing the sport? ,1
977,@MulcahyBrandan @NourMays @thisisianhogan @Traviscrawf42 @Zinnsanity14 @tannerdixon55 @Victoria_Wahl not now guys finals :hundred_points_symbol:,0
978,"K should give us a famous bf, some fan need an entertainment apparently ",1
979,@markknoller That'll work...  #HellBeFiredinElevenMonths,1
980,Didnt have no time to wake and bake this mornin  winnin :pouting_face::face_with_no_good_gesture:,0
981,"Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!! ",1
982,It's beginning to look a lot like Christmas! #timetodecorate #tistheseason http://t.co/3Mh7cRrZN0,0
983,"Sony Studio Bosses To Employees: Don't Worry, We'll Be Fine http://t.co/YVvoiiwxTu I know I'd feel better.  http://t.co/usu8Tlmo25",1
984,@patrickmchall @WakondaClub I bet those fairways and greens rival the work of @WakondaGrounds ,1
985,@Jordanbrown_97 haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie :man_with_turban:  :face_with_tears_of_joy::face_with_tears_of_joy:,1
986,"Lifes like a bird, its pretty cute until it craps on your head. #Gharwapsi #72HoursOfCrazy #PowerOfFive #lol  #AntiConversionLaw",1
987,"@TaylorLaynee @Dweigh300 @KardashianReact this is shallow af, stop discriminating eyes, all eyes are beautiful. ",1
988,@madrabdgg MK1 Shadow Shift was so much fun.  @feltomgon,1
989,@talkhoops Pierce had 34. What's wrong with 36?,0
990,"When we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving.",0
991,God bless whoever came up with the idea of making coloureds bruh..not cape colourds thou,0
992,NEW #HipHop MUSIC:> @Flows201 - Crack Music: http://t.co/PQmUEmlJUf #JerseyCity #NJ #NY #BirthOfAWinner,0
993,Saturday selfies miss you guys @ellakcx @taracasey13 jessica101xxx mark8 :face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss:kiss each and one... http://t.co/9tG4rKuYNj,0
994,"@Arbys: If you're loving this game, we've got a few desserts you might enjoy. #Turnovers #OREvsFSU even Arby's is talking smack to FSU",0
995,Exactly 1 year ago today! (via @timehop) http://t.co/m9E3NSZDIk http://t.co/U2OpTFAd1w,0
996,It was a greaaaat night! :white_smiling_face:️:grinning_face_with_smiling_eyes:,0
997,@StephHammy I wonder if they have that in an audio book...,0
998,Queens Of The Stone Age no Rock In Rio http://t.co/rhqRtBAxGm ícias #queensofthestoneage #rockinrio,0
999,@jordyn_eaton wants me to get hit by a bus so she can get a 4.0 #bestroomieaward ,1
1000,Hold It Bub! >> http://t.co/M4UO2D7UuF >> #cartoon #comics #funny #jesus ,0
1001,unless he's changed @laurarubin7 @Gumlegs @TheLexZane @jerryjizzum753 @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII,0
1002,@twitter Please follow me. I have a technical question. Thanks.,0
1003,morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm... http://t.co/gjXGctg7dv http://t.co/F5v62iOT02,0
1004,"@Lloydgallagher3 no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok",0
1005,": When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear",1
1006,Lol RT @EnfieldSpurs: Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,0
1007,Tonight's family bonding presents a dark quite house playing Marco Polo with a side of nerf guns #lovemyfam,0
1008,@ceyland89978315 All #U Can Do Beautiful Is Your #BEST Winning Is  Important Taking Part & Having Fun Is What Matter's :-),0
1009,So I heard a college dropout is offering a graduate from best College a jawdropping package! ,1
1010,@Nelza82 When are you buggering off out of the country,0
1011,@mrcitythinks amazeballs. #superman ,1
1012,"@CharleyDaveler I infer that you are besmirching coffee, but that can't be right",0
1013,@Ms_Mac4 I need a new job so I can read books again. I miss reading. Being an English teacher really gets in the way of reading. ,1
1014,"@karanjohar yep, that's what they say.|",1
1015,#Israel #raps #Palestinian #U.N. #draft as '#gimmick.' http://t.co/WCzRGou038 via @reuters,0
1016,seeing ppl walking w/ crutches makes me really excited for the next 3 weeks of my life ,1
1017,Day 39&40  3 #Novel Train. #comfortzone #christmastree #nextlevel #buzzkillington #familyguy... http://t.co/A2Lo1POYbN via @weebly,0
1018,Running on less than 4 hours of sleep... #longnight #longday #sleepy,0
1019,@Owain_Thomas Loving how Fulham looks like a playoff team. #NotReally ,1
1020,Count the scars on your soul,0
1021,Big shocker that 2 of 8 called in ,1
1022,"Does the word ""counter-productive"" ever mean anything to people when they sit around and dream up ideas to double their wage? ",1
1023,Check out some things I've been really loving recently during the holiday season! http://t.co/5fihlieEyt,0
1024,36 hours no food no drink going strong  #givemeabrew :person_with_folded_hands::loudly_crying_face::hot_beverage:,1
1025,Another great day on the #TTC. ,1
1026,@destroy_robots Damn. That would have made excellent thing to recount in autobiography ;p,0
1027,Couldn't agree more! RT @Champ_Payne: Nothing makes me feel more special than receiving an automated DM. ,1
1028,"Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,... http://t.co/3De7AnRhyP",0
1029,"Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs... ",1
1030,@hamackey @cspanwj an e-reader would definitely help save my life if someone broke into my house. Good call ,1
1031,"Too late, thrown the #PS4 out of the window last night cus i couldn't play  http://t.co/L86S0O47Aq",1
1032,They thought I was gone ! These vegas niggas gone respect me and know I been doing this shit too ! & I... http://t.co/f9lY8Mx9cX,0
1033,"@tritternz he lost his license not long after, mwahaha  @PercolateNZ",1
1034,Stuck in traffic!!! :umbrella_with_rain_drops:️:high_voltage_sign:️ #mondays #athensbyrain #traffic #ontheroad #ontime?  #sisters #COOLURSTYLE... http://t.co/IqCcPYFXIt,0
1035,"@TMZ he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission. ",1
1036,"@JimmyRollins11 I hope you know how much we really loved you here in Philly. To the greatest shortstop in Phillies history, thank you!",0
1037,"Watching the news being like; ""oh this totally restored my faith in humanity."" ",1
1038,@doodlebug0 Why not? The House Committee has been very informative thus far!!!  |#UniteBlue,1
1039,My favorite dreams are the ones where you wake up covered in tears. ,1
1040,Had an insomnia cookie and now I can't sleep ,1
1041,@bjamesweed how do you like that loss son?,0
1042,You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack ,1
1043,I'm going to Finnish all my homework and get caught up on everything over the break  http://t.co/d1OyKPzWwU,1
1044,"#LeBron #James: '#Violence #is  #the #answer': LeBron James said Thursday that ""violence is not the answer and... http://t.co/GPz3D9TIUV",0
1045,Pulis is available. Will guarantee we stay up ,1
1046,#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that http://t.co/Zp4JIBpSbj,0
1047,Cats are so cute I wish I wasn't allergic :loudly_crying_face::loudly_crying_face:,0
1048,@Monaiza_Diva kabhi I'm messier than usual messy wesay :persevering_face: I need chai & I'm resting for last 2 days. May be this is the reason.,0
1049,Claybo Dawson and I are @jsteigleman 's #squadgoals :smiling_face_with_sunglasses:,0
1050,"@iwritethings23 Email me when you need a friend...always here to chat, I've been there many many times so right with you xx",0
1051,@Hulksmash1985 My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!! ,1
1052,Love scooping feed bunks before we can feed calves ,1
1053,"Do...or do not. There is no try. - #Yoda ""Do. Do not. Try. Try again. Repeat until you get it right."" - #JarrodDavis",0
1054,@TheReal_HsK bruhh I just saw a license plate that had the letters FDB :face_with_tears_of_joy:,0
1055,"Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek",0
1056,"Honking at me whilst you drive past - so romantic, it makes me want to trace you through your number plate and be with you forever ",1
1057,No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.,0
1058,Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep :sleeping_face::sleeping_symbol::confused_face:,1
1059,And people start to drink ... Means fun ,1
1060,#Patriots #report #card: #Grades  #half bad: Tom Brady throws under pressure in the 2nd quarter during Sundays http://t.co/lzdBh8iHC4,0
1061,"New Years Eve is generally the most overrated party of the year. It's supposed to be a huge shindig, but usually I'm disappointed.",0
1062,I love being unappreciated ,1
1063,Look!: #Poulan #Chainsaw #New http://t.co/xK86xbKQel #shopping #chain  #saws #start #starting #will #wont,0
1064,"@georgeely22 Because your ""sarcastic""?  ",1
1065,It's 8:46 and I'm ready for bed.,0
1066,Ouch that hurt :face_with_tears_of_joy: ,1
1067,#Australia -- Eight #children #killed in Australia in #reported #mass #stabbing. http://t.co/WDOD2tSaXB via @reuters,0
1068,The Penguins cancelled their morning skate today...due to icy conditions.  #butseriouslytheroadsarebad,1
1069, Bad Idea When You climb on the mountain http://t.co/1lMSxcNiOx,0
1070,"I love math, I'm so amped for my final like 7 hours from now. I hardly studied for it. #IBeenDoingIntegralsSinceThe5thGrade  :smiling_face_with_open_mouth_and_smiling_eyes::face_with_stuck-out_tongue_and_winking_eye::face_with_tears_of_joy::persevering_face::face_with_open_mouth_and_cold_sweat::tired_face::confounded_face:",1
1071,I'm so afraid. ,1
1072,@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this  #mediabias @theMRC @newsbusters,0
1073,"not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)",0
1074,They don't even listen to ur order talk about great customer service :thumbs_down_sign:,1
1075,@TheStalwart @M_C_Klein @matt_levine @reihan @charlescwcooke and what about the blacks you guys they don't know what to do with money ,1
1076,@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine. ,1
1077,I am starting to think UK has a pretty good basketball team #BBN ,1
1078,I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha ,1
1079,"Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.",0
1080,"@Spencer_Downey @FFPMMarc ooh, that looks like so much fun! ",1
1081,I love waking up with migraines  :loudly_crying_face:,1
1082,why is there a hotdog on|http://t.co/2YQdPhfZKX???,0
1083,@muellnerpaul @jamieyuccas @KimJohnsonWCCO @KylieBearseWX don't forget @Ali_Lucia and @AshleyRobertsTV (they're as smart & kind as lovely),0
1084,Taylor wrote a nasty note on my car today. #we #are  #friends,0
1085,"..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob ",1
1086,"Indian society teaches how ""Not to get raped"" rather than ""Don't rape""  #Sadhvi #MufflerMan #Indias30 #Rohtak",1
1087,I just saw another person wearing a heavy winter coat with a hood up  encouraging,0
1088,"Hi Orgabeh, so we meet again. I think you're my soulmate. :smiling_face_with_heart-shaped_eyes:  zzzzZzz :tired_face:  #patience",1
1089,@JJJetPlane94 nah dude my buddy puked all over steak and shake,0
1090,"@icequeenerika yes, we officially try that.  #Gamergate",1
1091,There are two things that need to better. Drafting and the players work ethic. That's it.,0
1092,"When someone on a conference call talks about ""housekeeping items"". Grrr.",0
1093,Youre such a great person. ,1
1094,saturday class wee ,1
1095,@DalailamaQuots I don't recall dalai lama talking about busty girls and celebs but apart from that.... ,1
1096,"Went off the road this morning as did my English professor , thank you FSU for your concern for commuters  :unamused_face:",1
1097,@koadmedia how many championships? You trying to say that makes him worth more than Saban?,0
1098,@ntsikimazwai should just relate to her water first AMEN,0
1099,@neiltyson mocking a spiritually precious holiday for millions is just so courageous of you... #shameonyou,1
1100,Got to play w dogs last night! http://t.co/LuLEdNu8QA,0
1101,Apparently it's hang up on Ashley day:smiling_face_with_open_mouth_and_smiling_eyes:,0
1102,"@exlabourite yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods ",1
1103,Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is ,1
1104,@pruemacsween I'm truly at peace ,1
1105,Learned to play 3 string notes on the guitar #pro#idiot,1
1106,Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.,0
1107,"@DefendWallSt @michellemalkin The more liberal the city, the more class and intelligence it exudes.  ",1
1108,Come to jhb to play volleyball on a fake beach  #work http://t.co/yS6wkgvT5y,1
1109,I don't think it's the last time ;-) #hobbit #onelasttime  #cinema #ov #3d #48hfr http://t.co/pnYzcS0Gi7,0
1110,Wow I really have the best luck known to man  :smiling_face_with_open_mouth_and_cold_sweat:,1
1111,I love running on 3 hours of sleep..  #ijustwannasleep :confused_face:,1
1112,"There's a reason I don't tell my parents anything, cause I always get THE most positive responses ",1
1113,How could he kill is best friend  #a true #friend,0
1114,"My dad would have a shotgun ready|""My dad would offer him a beer""|""My dad would ask him to join his clan""|:face_with_tears_of_joy: @rannimarti @Hartswormx3",0
1115,Imma kill all you SOBs! Jk #lol  #RedEye,1
1116,"Is your internet a bit slow today? Blame a thick, wet, cable: http://t.co/U3XGalyJdr",0
1117,OMG! #Berlin is so fashion!  #vscocam http://t.co/J6qrlxv82z,1
1118, - Road safety campaign donkey killed by car http://t.co/hnWYc5jp13,1
1119,Love games during the week because I don't get to go to sleep until like 1! ,1
1120,Every story has an end.. but in life every Ending ia just a new Begining. #quoteoftheday #lifequotes,0
1121,"Don't you just love when you say hi to someone in the hallway and they completely ignore you? Yeah, I love that too. :unamused_face::fisted_hand_sign: ",1
1122,Abraham was actually from modern day Iraq (Ur of the Chaldea) @TimOwensby @ILOVEBLACKMEN01,0
1123,Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed,1
1124,@AskPlayStation so helpful ,1
1125,"studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse ",1
1126,I love when I'm taken as a joke...makes me feel so good about myself! ,1
1127,Playing golf all day 'ery day |#PerksOfBeingOld,0
1128,comparing @elasticbox to @hashicorp #atlas ...,0
1129,@Zoopla brilliant news for potential young buyers! ,1
1130,"I guess I'm not sleeping tonight, I didn't want to leave anyways ",1
1131,I swear . I can  stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .,0
1132,Flooded basements are always a fun thing to deal with ,1
1133,The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record. - NDTV||,1
1134,3 hours of sleep is sufficient to tackle this day.  #timezoneproblems,1
1135,@MarcotteJN @KillerKalen yeah I'm avoiding you by waking up at 6 AM my time so by 10 PM I'm exhausted.  #sucksimissedyou <3,1
1136,@cafartic heh as if @Telstra and average work in the same sentence! ,1
1137,Why is ISIS an acronym for words in English? ,1
1138,I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun ,1
1139,#But #It8217s #Matters  #Size #Style #That #wedding|Please RT: http://t.co/yuBEGSzVLp http://t.co/p3EpD026wH,0
1140,Going to go into central for last minute present shopping #soorganised ,1
1141, is the game,0
1142,"@wilw you didn't make enough of a blót to Ullr (God of Hunting, Skiing, and I assume hockey).",0
1143,I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow  fair wtfwasthat,0
1144,"sorry for being female, I didn't mean to interrupt your perfect little man-world. :unamused_face: ",1
1145,Isabelle sends me the nicest texts  :persevering_face::confounded_face::broken_heart:,1
1146,Swag  @FANNING_myself,1
1147,Free chocolates and free delivery with all flower orders from Bunches. http://t.co/sOL3KHqg0k,0
1148,@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days! ,1
1149,What's the correct word for racism (towards white people)?|There is none.|#racism|#is||#good|#4anyone,0
1150,Kisses to you bc you lose wisdom today.....from your mouth  #clever lol I love you text me when you're able :face_with_stuck-out_tongue_and_winking_eye: http://t.co/2ml2lE76Gc,0
1151,Where is the #TortureReport from Showtime's Homeland? ,1
1152,"Jesus, Mary and Joseph. How sad to go through life suffering from  deficiency",1
1153,Good thing I gotta work today :thumbs_up_sign: ,1
1154,Foxy Lady..#waynesworld #excellent  :grinning_face_with_smiling_eyes::white_smiling_face::smiling_face_with_smiling_eyes:,1
1155,@redsteeze wow.. she really touched them with that tweet. ,1
1156,I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday ,1
1157,Uh-oh. Better head for the hills. #storm #clouds #seekshelter http://t.co/CXJ6XIcoyS,0
1158,Plan on using the last 16% of my battery on listening to @CountingCrows @countingcrowsto get through the day #big☆now,0
1159,Just walked #Frodo's path from #LOTR in #LOTRO ...geek quota for the week is already met :-p Here's the start... http://t.co/MxHP73Cr9m,0
1160,one essay submitted now to start the next one :') #thirdyearlife #loveit ,1
1161,@AYJamal_ yara .. I'm a restless soul (you're well aware ) but I like my skin perspective as most comforting.. When any1 expects me to be,0
1162,"If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview.""",0
1163,Up all night 2 nights in a row. My job is fun  #nightauditadventures #resortjobprobs #fb,1
1164,When will this girl learn..... @CherylCH_x #it #is  #everyday #Chezza #sometimes #do #work #andnotgetcaughtbyMR http://t.co/10XuTpdaAo,0
1165,With no forwards. #confused  sure,0
1166,Dentists oh the joy,1
1167,650 return flight. Why I love my family. #familyvacation ,1
1168,I love putting up the Christmas tree with the fam:white_smiling_face:️:christmas_tree: #christmastree,0
1169,Just snap chatting my sister a few times.. #shelovesitwhenIsendthatmany  http://t.co/x1b1DppHFx,1
1170,Lagopodous - Like a rabbit's foot!!|Not so easy to drop into conversation but you never know.,0
1171,"Standard Christmas newsfeed. Diamonds everywhere, everyone's engaged. Congratulations. #original  #Christmas #engaged",1
1172,that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1,0
1173,##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice# http://t.co/jOHtHVBKOw,0
1174,We all have them people on Instagram who put the most pointless hashtags #Can #you ,0
1175,Currently a bus wanker. I hate people :confused_face: #stinks #gobonastick #dickheads,0
1176,Ya and listening to them talk about how hot girls are is a favorite past time. -_- ,1
1177,Gee faculty at nicholls are so helpful ,1
1178,Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow ,1
1179,#bitch #bitchy #badass #lol #laughing #jokes   #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk,1
1180,@BAnderson_30 's twitter game is perfect tonight! #amazingness,0
1181,Iiiiiiii have the best boyfriend everrrrrrrrr.,0
1182,@bombguy95: If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid||Spelling? ,1
1183,@SidewalkJR Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.,0
1184,yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda,0
1185,I just love EU servers.... ,1
1186,An answer to the one who criticize #feminism http://t.co/sYtcFcGcRq #Uglygirlsclub  #fourthwave,1
1187,"@JustAnotherMo Now, now, Islam is the ""religion of peace"" and only Christians can hurt anybody!  Get it right!  D: ",1
1188,8ams are just so lovely. ,1
1189,"Close to white folks, I am forced to witness firsthand their willful ignorance about the impact of race and racism.-Bell Hooks #Ferguson",0
1190,"@Ben_Jones88 @SPianovich Wasn't that full in the nosebleeds where I was sitting, but it was fun! Crowd reacting to JoePa is my fav memory.",0
1191,"We rebooted the server, it seems ok now YEY! #facepalm  #devops",1
1192,Ppl keep snapping me and I can't snap back because I'm looking too good rn ,1
1193,At least I woke up feeling a lot better today.. ,1
1194,Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014,1
1195,@nytimes @NYTNow #Dirt  its not your country!,0
1196,http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!,0
1197,@JaredDudley619 @_John_Henson_ @JabariParker When / how did the ACL tear happen?,0
1198,vCAC looks like an even bigger bag of hurt than vCD https://t.co/S3eQydjf2V,0
1199,@juskoniall funny joke there bae...,1
1200,The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape,1
1201,@Quammunist Ben were you going to pick up your pizzas today?,0
1202,@chrisratcliff nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings,0
1203,@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!! ,1
1204,ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session,0
1205,@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic ,1
1206,"Come on, it's lovely weather for a sleigh ride together with ewe. http://t.co/CePrvYqLGc",0
1207,@Deggisfox that's totally obscure... ,1
1208,@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout,1
1209,"@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called ""Stefan"", great! ",1
1210,Yay for days off. #coffee #HarryPotter #christmasbreak #morning http://t.co/m93j3n7SYC,0
1211,@scottishfirst @PG1888 Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ... ,1
1212,@JewdyGold Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?,0
1213,I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly ,1
1214,"@hosienation I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.",0
1215,@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.,0
1216,"Appreciate @Raheelk that he has spared suspending our accounts, only blocked us. ",1
1217,"your delusion that people are being killed ""cuz Obama black"" is the myth @RBRNetwork1 @JonJayGroden @Anan_VII @JoeHilgerman @1_Free_Man",0
